headline,byline,keyword,Source,Source Type
How 'solar canals' could help California reach sustainable energy goals,"Last year, a study published in Nature Sustainability found that it may be possible to tap into the network of public water delivery canals as a way to both conserve water and advance the state’s renewable energy efforts.",sustainable,PBS News,News
What is xeriscaping? How you can turn your lawn into a sustainable oasis,"... a different kind of beauty.” For Lurie, he believes that this adoption of xeriscaping is part of a slow, but steady, process to creating more sustainable landscaping.“That's how we're going to be able to solve the water scarcity crisis,” Lurie said. “One house at a time, one ...",sustainable,PBS News,News
E.U. lawmakers classify natural gas and nuclear as sustainable energy investments,European Union lawmakers have voted to include natural gas and nuclear in the bloc’s list of sustainable activities.,sustainable,PBS News,News
"Guster, My Morning Jacket, other musicians unite to make concert tours more sustainable","... recently planted trees, and a project in Colorado sequestering carbon. It does remain to be seen whether the whole music industry can ever be made sustainable, given all the travel, the difficult routing, and of course the flights many bands take.  Lauren Sullivan: There is some kind of systemic logistical ...",sustainable,PBS News,News
How to make fragile global supply chains stronger and more sustainable,"... and markets across all layers of economic, social and ecological systems. That means customers, governments and other stakeholders should encourage the emergence of robust and sustainable supply chains. Responsible decision-making within supply chains has the potential to contribute to economic progress and societal well-being while maintaining the environmental ...",sustainable,PBS News,News
Greener skies: How sustainable aviation fuel could help stem airplane emissions,"... and that that, hopefully, one day governments and -- would come in and support them enough to make it make it really hum. Miles O'Brien: Sustainable aviation fuel comes with a premium price, in some cases, twice its fossil fuel counterpart.In California, the business model works because the state ...",sustainable,PBS News,News
Israel has vaccinated the most people per capita against COVID-19. Is it sustainable?,"As many countries began their COVID-19 vaccination rollouts last month, one country quickly charged ahead of the pack: Israel. The Middle Eastern nation is now the world's top vaccinator per capita, already inoculating more than 1.5 million people, or nearly 20 percent of its total population. But as it faces a growing number of COVID-19...",sustainable,PBS News,News
Can sustainable farming save Iowa's precious soil and water?,"... tell you how long we can continue to prop up this unsustainable agriculture, but we can’t do it indefinitely. Mark Bittman: What does a sustainable food system look like?  John Ikerd: It’s about looking at agriculture as a part of a living system. Because it’s all interconnected ...",sustainable,PBS News,News
4 reasons it's hard to become a sustainable business,The head of the United Nations is setting a daunting goal at the U.N. climate summit in New York this week: completely transform the world’s economies to be more sustainable and find solutions to climate change.,sustainable,PBS News,News
Tailoring a sustainable future for fashion,"New York Fashion Week kicked off this weekend with designers' latest collections on full display. But global worries about the environmental impact and cheap labor involved in clothing production are sparking a growing movement in the industry toward sustainable clothing. Hari Sreenivasan speaks with Dana Thomas, author of “Fashionopolis: The Price of Fast Fashion and...",sustainable,PBS News,News
Guatemala president-elect says U.S. immigration agreement is not sustainable,Alejandro Giammattei has been saying that Guatemala isn't in a position to receive the asylum seekers.,sustainable,PBS News,News
Why a sustainable future may depend on humans returning to the moon,PBS NewsHour spoke to four researchers about what the U.S. stands to gain and lose from future crewed voyages to the moon.,sustainable,PBS News,News
This restaurant takeout service swaps styrofoam for sustainable,"After big cities like San Francisco banned businesses from using styrofoam containers, a woman from Durham, North Carolina, who was fed up with the plastic trash began her own crusade. When her efforts toward passing a local ban failed, she decided to focus on small-scale change by partnering with a takeout service that use reusable...",sustainable,PBS News,News
"Opinion: Sustainable cities need more than parks, cafes and a riverwalk","There are many indexes that aim to rank how green cities are. But what does it actually mean for a city to be green or sustainable? We’ve written about what we call the “parks, cafes and a riverwalk” model of sustainability, which focuses on providing new green spaces, mainly ...",sustainable,PBS News,News
Column: When industrial-scale farming is the sustainable path,"There's a large and growing movement across the heartland states to use big, intensified agriculture as a path to restoring soil life and a stable climate.",sustainable,PBS News,News
Meat industry bristles at suggestion of sustainable dietary guidelines,"... of sustainability in public meetings, indicating that its recommendations, expected early this year, may address the environment. A draft recommendation circulated last month said a sustainable diet helps ensure food access for both the current population and future generations. The beef and agriculture industries are crying foul, saying an environmental ...",sustainable,PBS News,News
Temporary portable classrooms get sustainable makeover,"... In this time-lapse video, we're seeing the first portable classroom built to meet the Living Building Standards, the world's strictest rules in sustainable building. RIC COCHRANE, Co-Founder, The SEED Collaborative: What we're trying to do is take something that was previously the weakest aspect of ...",sustainable,PBS News,News
Sounding an alarm on economic dysfunction by practicing sustainable living,,sustainable,PBS News,News
Boehner: President's position on budget 'is just not sustainable',"... Boehner said. ""I sure didn't come here to default on our debt."" Boehner said the president's position on the budget ""is just not sustainable,"" and that agreeing to the Democrats' demand for a clean debt ceiling increased would be an ""unconditional surrender"" for Republicans. ""That's not the ...",sustainable,PBS News,News
Can a Small Maine Town’s Innovation Turn the Tides on Sustainable Energy?,"One of the big obstacles to clean energy is that most renewable sources are unreliable. A Maine company has installed the nation’s first commercial, grid connected tidal energy project. Water power is estimated to nearly double by 2030 and provide an estimated 15% of the total domestic electricity supply.",sustainable,PBS News,News
"Argentina's President Cruises to Victory, But is Economic Boom Sustainable?","After the August primary, Argentine President Cristina Fernandez de Kirchner's victory in Sunday's elections was a foregone conclusion, but now many Argentines are waiting to see what will happen in her next term.",sustainable,PBS News,News
"After Long Debt Battle, Is Current Version of U.S. Government Sustainable?","After many months of heated debate, Washington was finally able to compromise on a debt deal to avert a government default this week. Judy Woodruff discusses how the battle over the debt ceiling compares to other politically polarized times with Yale University's Beverly Gage and Harvard University's David King.",sustainable,PBS News,News
Can We Both Feed the World in a Sustainable Way and Feed it Quality Food?,"... and more synthetic nutrients as our population balloons, unable to find enough land to plant enough food on to feed all these people in a sustainable way? Paul Solman: I may be obtuse. Or have read too much science fiction. Or both. Those very real possibilities out of the way ...",sustainable,PBS News,News
How can such enormous debt be sustainable and what happens to the world economy if the U.S. defaults?,"... order to sell more debt and to defend the dollar from tanking and thereby slowing inflation? Finally, how can such enormous debt interest charges be sustainable and what happens to the world economy if the U.S. defaults? I realize, Mr. Solman, that I have posed a lot of questions ...",sustainable,PBS News,News
"Secretary Rice Says Diplomatic Goal is ""Sustainable Peace""","In a preview of her trip to the Middle East, Secretary of State Condoleezza Rice said the violence must end in a stable and lasting peace, not just a cease-fire. Middle East experts Martin Indyk and Robert Malley discuss prospects for a diplomatic resolution.",sustainable,PBS News,News
"UN says world must jointly tackle issues of climate change, pollution, biodiversity and land loss","... a year thereafter. Nations also must look beyond gross domestic product as a barometer for economic health, because it doesn't measure whether growth is sustainable or recognize its potential harms, Watson said. Environmental issues aren't the only things interlinked, Watson said. He also said governments, nonprofits, industry and ...",sustainable,PBS News,News
Ukraine ambassador to U.S. on peace negotiations and corruption scandal,"... acting in a good faith, to the extent it is only possible helping and backing up the effort of the United States to secure a sustainable peace. Amna Nawaz: In terms of that concern, though, do you worry about U.S. interests or how they're negotiating or how they ...",sustainable,PBS News,News
European Space Agency boosts budget to catch up in space race,"... ecosystem as well as being significant economically and geopolitically,"" ESA said in a statement, adding that space-based technologies can help monitor climate change, support sustainable development, civil safety and security and regional energy management. ESA is an intergovernmental organization including 23 European member states with the mission to shape ...",sustainable,PBS News,News
"As Trump pushes an end to the Russia-Ukraine war, he looks to his Gaza ceasefire playbook","... Ilko Kucheriv Democratic Initiatives Foundation, wrote on Liga.net, a Ukrainian news outlet, adding: “Donald Trump is not interested in whether the ceasefire will be sustainable.” Trump's approach toward ‘peace’ bears similarities to the tactics and style he used in the Israel-Gaza talks Fresh off the Gaza deal ...",sustainable,PBS News,News
Kremlin confirms U.S. envoy Witkoff will visit as talks on ending war in Ukraine gain momentum,"... negotiated by great powers without the approval of the Ukrainians and without the approval of the Europeans won't be a basis for a real, sustainable peace in Ukraine,"" Merz told lawmakers in Berlin. ""Europe is not a plaything, but a sovereign actor for its own interests and values."" The ...",sustainable,PBS News,News
U.S. set to label Maduro-tied Cartel de los Soles as a terror organization. It's not a cartel per se,"... non-military options, including covert action by the CIA, for next steps, there is strong belief inside the administration that Maduro’s rule “is not sustainable,” according to a senior administration official who was not authorized to comment publicly on the sensitive matter. The official added that Trump has been ...",sustainable,PBS News,News
WATCH: Trump says U.S. peace plan not his final offer to Ukraine's Zelenskyy,"On Saturday, leaders of the European Union, Canada and Japan issued a joint statement welcoming U.S. peace efforts, but pushed back against key tenets of the plan. “We are ready to engage in order to ensure that a future peace is sustainable. We are clear on the principle that ...",sustainable,PBS News,News
Mexico contestant claims Miss Universe crown after standing up to pageant bullying,"... s passed. OK? Are you happy?” Bosch's official Miss Universe biography says she studied fashion in Mexico and Italy and has focused on creating sustainable designs and working with discarded materials. It says she has volunteered with sick children, promoted environmental awareness and engaged in supported migrants and mental ...",sustainable,PBS News,News
"At the first G20 summit held in Africa, leaders urge the rich world to do more against climate disasters","... strategy to spur development, said Cameroonian economist Vera Songwe, a former executive secretary of the U.N. Economic Commission for Africa.“The good news ... is that actually green, sustainable and resilient growth is much faster growth,” she told reporters during an event on the debt crisis ahead of the G20.",sustainable,PBS News,News
Longest shutdown on record disrupts air travel and food assistance for Americans,"... operates safely, you just have to reduce traffic down to the level of the number of controllers you can put up. John Yang: Is this sustainable? Randy Babbitt: No, it's actually going to continue to accelerate in the wrong direction. The longer we ask people to work without a ...",sustainable,PBS News,News
COP28 in murky middle ground on climate goals after 1st week wraps up,"... out of fossil fuels energy systems by 2050.” But unlike environmental activists such as Ioualalen and scientists, who dismiss carbon capture as unrealistic and as greenwashing for the industry, Kerry said technology that captures carbon emissions and buries it, thus allowing some burning of oil and gas, is critical for ...",greenwashing,PBS News,News
"Less new global warming projected, but still more pain ahead, experts say at UN climate talks","... look like something significant has been accomplished when it actually hasn't. “I think there’s a high risk that it (negotiations) ends up in greenwashing, in just looking nice but not leading to much,” Hohne said. Activists and even United Nations officials also said they are disturbed by countries ...",greenwashing,PBS News,News
Analysis: The potential global impact of California's new corporate climate disclosure laws,"... program, whether voluntary or mandatory, needs to focus on consistency, comparability and accountability. Those traits allow companies to demonstrate that their climate pledges and actions are real and not just a front for greenwashing. This article is republished from The Conversation under a Creative Commons license. Read the original article.",greenwashing,PBS News,News
Climate protesters worldwide call for end to fossil fuels amid escalating weather extremes,"... be phased out. Outside the Ministry of Energy and Mineral Resources office in Jakarta, Indonesia, protesters held signs calling for end to dirty fuels and greenwashing as police officers looked on. In Sweden, climate activists gathered in front of Parliament, just next to the Royal Palace where Sweden’s King ...",greenwashing,PBS News,News
Conservatives fight back against environmental and socially conscious investments,"... that dealing with these issues is going to create is to be blinkered, and shortsighted. Paul Solman:  Yet Henderson is also skeptical of so-called greenwashing firms who use ESG mainly as a marketing device. Rebecca Henderson:  There are companies that have just said, yes, we need ESG. Go measure ...",greenwashing,PBS News,News
"Multiple generations of Earth's warriors keep battling, hoping for planet's future",... do something. I don’t know what to do. Does anyone else want to do something with me?” Ravi feels Earth Day has become a greenwashing exercise in recent years. “But the positive aspect is that people remember there is something called the Earth and they connect with nature to ...,greenwashing,PBS News,News
New report says companies' climate targets are misleading to the public,"... said. The report's authors said their findings highlighted the need for greater transparency and stricter regulation of corporate climate efforts, to prevent companies from greenwashing their environmental impact — particularly when making “net zero” claims. “In many ways, carbon-neutral products are similar to cancer-neutral cigarettes,” said co-author ...",greenwashing,PBS News,News
"At the World Economic Forum, Zelenskyy urges allies to speed up push against Russia","... prioritizes the battle against climate change. Government officials, corporate titans, academics and activists attended dozens of panel sessions Wednesday on topics covering the metaverse, environmental greenwashing and artificial intelligence. Ukraine has taken center stage as the anniversary of the start of the war nears. When Zelenskyy was asked about engaging ...",greenwashing,PBS News,News
"At Davos, UN chief warns the world is in a 'sorry state' from climate change, Ukraine war","... climate change. On the second day, government officials, corporate titans, academics and activists were attending dozens of panel sessions on topics covering the metaverse, environmental greenwashing and artificial intelligence. Ukraine has taken center stage as the anniversary of the war nears, with Zelenska pressing attendees to do more to help ...",greenwashing,PBS News,News
"UN biodiversity pact is historic, but past deals have fallen short","... s Townshend. But some environmental groups suggested big business had taken the conference hostage and that the language related to corporations was little more than ""greenwashing."" ""The text does not stipulate any regulation on corporations and instead promotes greenwashing measures such as 'Nature-Based Solutions,' which allow for offsetting for ...",greenwashing,PBS News,News
Gap between pledges and action sparks criticism at COP27 climate summit,"Jamie Henn, Founder, Fossil Free Media:  Well, I think greenwashing is a serious problem, in part because greenwashing has become a new form of climate denial. Greenwashing as an idea is when companies or banks or institutions pretend that they are doing more for the climate than they actually are ...",greenwashing,PBS News,News
Analysis: 4 ways the financial puzzle of climate change is being addressed at COP27,"... clean energy transitions, and reduce investments in fossil fuels. It was an apparent breakthrough. But many observers cried foul and accused the financial institutions of greenwashing. In the year since then, a U.N. commission has put a red line around greenwashing, delineating what a company or institution must do ...",greenwashing,PBS News,News
COP27 begins as world leaders up urgency of climate crisis,"... It is either a Climate Solidarity Pact – or a Collective Suicide Pact.” Guterres insisted, “Today’s urgent crises cannot be an excuse for backsliding or greenwashing.” But bad timing and world events hang over the gathering. Most of the leaders are meeting Monday and Tuesday, just as the United States ...",greenwashing,PBS News,News
UN's Coke sponsorship leaves bad taste with environmentally conscious groups,"... censor, prohibit or silence attempts by civil society seeking to hold the process accountable to delivering the needed outcomes,"" said Rachel Rose Jackson, director of climate research and policy at watchdog group Corporate Accountability. ""It will also make the polluter PR and greenwashing surrounding the talks that much more effective.""",greenwashing,PBS News,News
E.U. lawmakers classify natural gas and nuclear as sustainable energy investments,"WATCH: UN releases dire climate report highlighting rapid environmental degradation “We have now officially validated greenwashing by law,” said Tsvetelina Kuzmanova of the campaign group E3G. “The process and the decision have been entirely political, not scientific, to only benefit a small number of member states,” she said. “This would ...",greenwashing,PBS News,News
Could hydrogen be the clean fuel of the future?,"... most hydrogen is produced with methane. So there really was nothing climate-friendly about hydrogen. You could probably say it was a little bit of greenwashing. Jack Brouwer: Yes, I would agree with that. And it kind of tainted hydrogen a bit, if you will, as something that enables fossil ...",greenwashing,PBS News,News
5 global climate actions to watch for in 2022,"... proposed management of the reallocation of special drawing rights, to incentives to leverage more private funds and take more risk. Finance pledges and cries of ‘greenwashing’ In the first week of Glasgow, the titans of the financial industry heralded the Glasgow Financial Alliance for Net Zero – the commitment by financial ...",greenwashing,PBS News,News
Sources: Brazil withheld deforestation data ’til COP26’s end,"... of the Prodes data on Thursday, the report’s Oct. 27 date instantly drew the attention of environmental watchdogs who had accused the government of greenwashing during COP26.“There should be sanctions. Brazil assumed a posture of lying during COP, trying to sell itself as a sustainable country, but deforestation ...",greenwashing,PBS News,News
Young climate activists raising voices but fear going unheard at COP26,"... series of demonstrations being staged around the world Friday and Saturday, to coincide with the talks in Scotland Some at the rally accused negotiators of ""greenwashing"" their country's failure to curb greenhouse gas emissions by trumpeting policies that sound good but won't do enough to prevent dangerous temperature ...",greenwashing,PBS News,News
4 key issues to watch as world leaders prepare for the Glasgow climate summit,"... and provide revenue for developing countries to protect their resources. Get it right and carbon markets can speed the transition to net zero. Done badly, greenwashing will undermine confidence in pledges made by governments and companies alike. Another task is determining how countries measure and report their emissions reductions and ...",greenwashing,PBS News,News
WATCH: Oil executives testify over climate misinformation in House hearing,"... nation’s energy leadership, harm our economy and American workers, and weaken our national security.'' Rep. Katie Porter, D-Calif., accused the oil industry of “greenwashing” its climate pollution through misleading ads that focus on renewable energy rather than on its core business, fossil fuels. Shell spends nearly 10 times ...",greenwashing,PBS News,News
Bold single-use plastic ban kicks Europe’s plastic purge into high gear,"... U.S. According to Greenpeace, although many governments and multinational companies boast high-profile pledges to make their products more circular, much of it is greenwashing. “Many types of commonly used plastic packaging are not recyclable, and are being landfilled, incinerated, or exported without verification of recycling,” according to a ...",greenwashing,PBS News,News
How effective are business efforts to go green?,"... look at this and management manage it. There's a big industry again, opportunity jobs of consultants who help the companies. But the thing about green washing I think we might overstate the degree of green washing and a sense of outright lie but I think that there probably are ...",greenwashing,PBS News,News
Six Feet Under Can Be Green for Eternity,"... re saying the remains cannot be embalmed. In the past [embalming] was the family's option, never a cemetery requirement."" Fells also cautions against industry ""green washing"" -- advertising that falsely markets environmentally sound practices. Seshee says the Green Burial Council is working to develop standards to prevent against that as ...",greenwashing,PBS News,News
Vatican solar farm will make it the world’s first carbon-neutral state,... vast solar farm that the Holy See hopes will generate enough electricity to meet its needs and turn Vatican City into the world’s first carbon-neutral state. The agreement stipulates that the development of the Santa Maria Galeria site will preserve the agricultural use of the land and minimize ...,carbon-neutral,PBS News,News
How Scotch whisky producers are aiming to go carbon neutral,"The UK became the first country to set a deadline to become a carbon-neutral economy with zero emissions of greenhouse gasses. Britain’s target is 2050. Scotland’s is even earlier, by 2045. Fred de Sam Lazaro looks at the effort of the industry responsible for Scotland’s best-known export.",carbon-neutral,PBS News,News
Qatar's ‘carbon-neutral’ World Cup raises doubts from climate experts,"... strategy of carbon offsetting is actually meaningful,” Cullenward said.Qatar's efforts Still, Qatari organizers insist the country is on track to host the first carbon-neutral World Cup. They point to the visibly green elements of Qatar's clean purchases: 800 new electric buses, 16,000 trees and nearly ...",carbon-neutral,PBS News,News
Biden order would make U.S. government carbon neutral by 2050,"WASHINGTON (AP) — President Joe Biden on Wednesday signed an executive order to make the federal government carbon-neutral by 2050, aiming for a 65 percent reduction in planet-warming greenhouse gas emissions by 2030 and an all-electric fleet of car and trucks five years later. The White House said ...",carbon-neutral,PBS News,News
How General Motors is planning to become carbon neutral by 2040,"... use offsets in that. And so that methodology requires you to actually reduce your direct footprint. That's why, for us, this commitment to be carbon-neutral is a commitment to change our products and our operational footprint exclusive of carbon credits or carbon offsets, and why we're now ...",carbon-neutral,PBS News,News
China aims to go carbon neutral by 2060,"... aim to have CO2 emissions peak before 2030 and achieve carbon neutrality before 2060,"" he said. Many countries have pledged they will aim to go carbon neutral by 2050, including the European Union. The United States has so far not set such a goal. President Donald Trump, who once describing ...",carbon-neutral,PBS News,News
GM takes $1.6 billion hit as incentives for EVs slashed and emission rules eased,"... of the decade. GM also had a goal of making the vast majority of the vehicles it produces electric by 2035, and the entire company carbon neutral, including operations, five years after that. Yet U.S. automakers are being hampered in some of their long-term planning, with drastic changes ...",carbon-neutral,PBS News,News
"In Pope Leo XIV's first 100 days, a calm papacy that avoids controversy comes into focus","... Rome into a vast solar farm that should generate enough electricity to meet Vatican City’s needs and turn it into the world’s first carbon-neutral state. He has fine-tuned financial transparency regulations that Francis initiated, tweaked some other decrees to give them consistency and logic, and confirmed ...",carbon-neutral,PBS News,News
European heat wave fuels deadly Spanish wildfire as European Union presents plans to reduce greenhouse gas emissions,"... scorched by torrid weather, the European Commission unveiled proposals to reduce emissions by 90% by 2040 as the 27-nation bloc aims to be fully carbon-neutral by 2050. ""We are finally here on a very hot day, and some would call that very timely,"" Climate Commissioner Wopke Hoekstra told ...",carbon-neutral,PBS News,News
Farmers turn to seaweed in attempt to reduce methane emissions from livestock,"... a fight. Miles O'Brien: The company has raised $35 million. It is in talks with some major food producers, scrambling for ways to meet carbon neutrality targets. Joan Salwen: Not one of them will get to carbon neutral without our product. And if they continue to feel pressure to ...",carbon-neutral,PBS News,News
WATCH: Doug Burgum testifies at Senate confirmation hearing for interior secretary,... to sell more oil and other energy sources to allies in Europe and around the globe. Burgum as governor outlined plans to make the state carbon neutral by 2030. And he touted a pipeline that would be used to capture and store greenhouse gases that fuel climate change. Burgum told ...,carbon-neutral,PBS News,News
Who are Trump's Cabinet picks? Here's every name so far,"... U.S. lands. Cutting carbon. Burgum, who was first elected governor in 2016 and reelected in 2020, set a goal for North Dakota to become carbon-neutral by 2030 without cutting back on fossil fuel use. Energy Secretary: Chris Wright The Energy Secretary oversees energy, environment and nuclear growth, research ...",carbon-neutral,PBS News,News
How artists are using their talents to help San Jose reduce its carbon footprint,"... a new space they hope to make LEED Platinum, the highest rating in green building. The museum is one of some 20 buildings in the Carbon Neutral Creative Network, a group of San Jose arts organizations. Julie Scott: Climate Art Program in San Jose is new, and we were thrilled ...",carbon-neutral,PBS News,News
Scottish oil town hopes to be Europe’s green energy capital with transition to renewables,"A major issue in Britain’s general election is the cost of living crisis, caused by spiking inflation following the Russian invasion of Ukraine. That has put pressure on the country’s pledge, written into law, to become carbon neutral by 2050. Fred de Sam Lazaro reports from Aberdeen, Scotland ...",carbon-neutral,PBS News,News
Native nations on front lines of climate change share knowledge and find support at intensive camps,"... installed their first solar panels, and kicked off a friendly competition with the Confederated Tribes of the Umatilla Indian Reservation to see which could become carbon neutral by 2032. This year, the tribe co-hosted the camp. WATCH: Are the Inflation Reduction Act’s climate and clean energy policies working ...",carbon-neutral,PBS News,News
Brooks and Capehart on Trump's latest indictment and climate politics,"... of other numbers -- and I looked at some Pew data -- three-quarters of Americans support global climate change treaties, 69 think -- percent we should be carbon-neutral, 66 percent support government subsidies for wind and solar. So the Republicans who have taken this extreme position are not only, in my ...",carbon-neutral,PBS News,News
John Kerry visits with Chinese officials in new effort to improve climate ties,... also expanding the use of renewables such as solar and wind power. China has pledged to level off carbon dioxide emissions by 2030 and become carbon neutral by 2060. The U.S. and the European Union have urged China to adopt more ambitious reduction targets. As with the U.S ...,carbon-neutral,PBS News,News
EPA proposes strict limits on tailpipe emissions to speed up electric vehicle transition,"... is already under way in this country. And almost all automakers have rolled out new electric models, with a few even pledging to go fully carbon-neutral soon. But, still, there are some real challenges ahead on the road to an all-electric future. One is about the batteries for ...",carbon-neutral,PBS News,News
Why Indonesia is moving its capital from Jakarta to Borneo,"... officials say the new metropolis will be a “sustainable forest city"" that puts the environment at the heart of the development and aims to be carbon-neutral by 2045. But environmentalists warn that the capital will cause massive deforestation, threaten the habitat of endangered species such as orangutans and imperil ...",carbon-neutral,PBS News,News
New report says companies' climate targets are misleading to the public,"... transparency and stricter regulation of corporate climate efforts, to prevent companies from greenwashing their environmental impact — particularly when making “net zero” claims. “In many ways, carbon-neutral products are similar to cancer-neutral cigarettes,” said co-author Gilles Dufrasne of Carbon Market Watch. “There is no robust scientific basis behind ...",carbon-neutral,PBS News,News
John Kerry says he backs appointment of UAE oil chief to lead COP28 climate talks,Al-Jaber is a trusted confidant of UAE leader Sheikh Mohammed bin Zayed Al Nahyan. He also led a once-ambitious project to erect a $22 billion “carbon-neutral” city on Abu Dhabi’s outskirts — an effort later pared back after the global financial crisis that struck the Emirates hard ...,carbon-neutral,PBS News,News
"South Korea's president travels to UAE, seeks expansion of strategic partnership","... day will account for nearly a quarter of all of the Emirates’ power needs.It’s also key to the UAE’s plans to go carbon neutral by 2050, a pledge that takes on special importance as it prepares to host the United Nations COP28 climate negotiations beginning in November ...",carbon-neutral,PBS News,News
China pressured to reduce its carbon emissions at global climate change summit,"Nick Schifrin:  Beijing resists U.S. calls to accelerate its plan to cap CO2 emissions by 2030 and become carbon-neutral by 2060. It's the world's largest producer and consumer of coal. And in the last few years, it's increased coal production. Rebecca Nadin, Overseas Development Institute ...",carbon-neutral,PBS News,News
"U.N. experts urge tough standards to cut emissions, prevent 'bogus' claims","... oil and gas investment in a recent financial risk report on greenhouse gas emissions. Organizers of this year's soccer world cup hosted by Qatar say the massive building spree of stadiums, highways and subway system for the event was all carbon neutral — a claim experts have cast doubt on.",carbon-neutral,PBS News,News
"Big Oil pledged to fight climate change, but do their actions line up?","... Ali Rogin explores new data showing a disconnect between what major industry players are saying and what they're actually doing. Ads: The roads to carbon neutral -- Ali Rogin: On TV, social media, and across the internet. Ads: Our renewables business is part of the world's energy transition. Ali ...",carbon-neutral,PBS News,News
Extreme heat in China threatens major water source and hydropower abilities,"... direction. Patrick Fok: Still, unpredictable weather-related events blamed on climate change cast uncertainty over the country's energy infrastructure. China has pledged to go carbon-neutral by 2060, but it says emissions won't peak until 2030, a target many environmentalists think isn't aggressive enough to meet its ...",carbon-neutral,PBS News,News
How 'green gentrification' is pricing out longtime East Boston residents,"... were going to buy set their own pricing. Paul Solman: Which came to a startling $1 million for just 1,500 square feet. But a major selling point for those who can afford it, the project is carbon-neutral and, as it says on its Web site, climate change-ready.",carbon-neutral,PBS News,News
Japanese rail operator now entirely powered by renewable energy,"... minutes' walk from the Scramble Crossing. Such steps are crucial for Japan, the world's sixth-biggest carbon emitter, to attain its goal of becoming carbon-neutral by 2050. Only about 20 percent of Japan's electricity comes from renewable sources, according to the Institute for Sustainable Energy Policies, a ...",carbon-neutral,PBS News,News
French voters cast ballots in presidential runoff election between Macron and Le Pen,"... tax hike on fuel prices. Macron has said his next prime minister would be put in charge of environmental planning as France seeks to become carbon neutral by 2050. Le Pen, once considered a climate-change skeptic, wants to scrap subsidies for renewable energies. She has vowed to dismantle wind ...",carbon-neutral,PBS News,News
"Without 'radical action,' climate goals can't be reached, says energy agency","... OPEC expects more oil will be needed in the coming decades, mainly due to a population boom in Asia. Even Germany, which seeks to become carbon neutral by 2045 and recently announced a raft of new measures to further boost renewable power, continues to dig coal for energy needs. Utility ...",carbon-neutral,PBS News,News
Cow burps are a major contributor to climate change — can scientists change that?,"... growing. So we're trying to come up with solutions that is applicable around the world and try to sustainably produce animal source food. So solving this or reducing is significantly by additives, by different methods that would really help us into going into a carbon-neutral livestock production system",carbon-neutral,PBS News,News
Climate talks soften stance on fossil fuel phaseout,"... Agreement,” said Louisa Casson of Greenpeace. “If this goes ahead, governments are giving big polluters a free pass to pollute under the guise of being ‘carbon neutral’, without actually having to reduce emissions.” Negotiators from almost 200 nations gathered in Glasgow on Oct. 31 amid dire warnings from leaders, activists ...",carbon-neutral,PBS News,News
Russia launches forest plan as testing ground for climate action,"The country's vast forests are key to this idea. “By aiming to build a carbon-neutral economy by no later than 2060, Russia is relying, among other things, on the unique resource of forest ecosystems available to us, and their significant capacity to absorb carbon dioxide and produce oxygen ...",carbon-neutral,PBS News,News
"China envoy defends emissions at climate summit, criticizes U.S. under Trump","... cuts later, he said. ""We do not only make promises, we honor our promises with real action,"" he said. China, which is heavily dependent on coal-fired power, pledged last year to start reining in its fossil fuel emissions later in this decade and to become carbon neutral by 2060.",carbon-neutral,PBS News,News
WATCH: Biden holds news conference at COP26 climate change summit in Glasgow,"... by 30 percent over the next decade. Biden also joined world leaders in promoting investments in new technology to fight climate change and build a carbon-neutral future. ""Our current technology alone won't get us where we need to be,"" he said, ""We need to invest in breakthroughs."" The ...",carbon-neutral,PBS News,News
"U.S. and E.U. climate envoys on how China, developing nations can help combat crisis","... to move a bit faster than what they have done so far. Nick Schifrin: Xi Jinping has promised to reach peak emissions by 2030, become carbon-neutral by 2060. As you just said, both of you have called for China to move faster. Beijing wants concessions. Would the U.S ...",carbon-neutral,PBS News,News
"Colombia's President Duque on environmental terrorism, migration and democracy","... so much for having me here in your program. And I should mention this, that we're going to the summit this year in Glasgow on climate change, and Colombia is committed to reduce by 51 percent the CO2 emissions by 2030 and becoming a carbon-neutral country by 2050.",carbon-neutral,PBS News,News
U.N. says climate pledges put world on 'catastrophic pathway',"... say the planet has already warmed by 1.1 C since pre-industrial times. “We need a 45% cut in emissions by 2030 to reach carbon neutrality by mid-century,” Guterres said. Some 113 countries including the United States and the European Union submitted updates to their emissions targets, also ...",carbon-neutral,PBS News,News
The challenge of retrofitting millions of aging homes to battle global warming,A landmark climate report released this month by the United Nations predicted dire consequences for the world if more is not done to reduce CO2 levels in the atmosphere. More than 100 countries including the U.S. have committed to a goal to become carbon neutral by the year 2050 ...,carbon-neutral,PBS News,News
"Honda changing course, will build its own electric vehicles","... to phase out all of its gasoline-powered vehicles in North America by 2040, making it the latest major automaker with a goal of becoming carbon neutral. Honda wants 40% of North American vehicle sales to be battery or fuel-cell powered by 2030, and 80% of all vehicles sold ...",carbon-neutral,PBS News,News
Greenland's leader urges EU to invest in its mineral resources and renewable energy,"BRUSSELS (AP) — Greenland’s leader on Wednesday thanked the European Union for being “a trusted friend” and urged the 27-nation bloc to invest in his country’s mineral resources, renewable energy, airports and internet services. In a speech to the European Parliament, Prime Minister Jens-Frederik Nielsen said that ...",renewable,PBS News,News
